original_path,current_path,filename,type,size,modification_date,sha256,associated_company,associated_role,associated_role_id,live_role_association,archive_association,duplicate_checksum_matches,unique_checksum,recommendation,reason,confidence_level,proposed_quarantine_location
/Users/trisha.lynch/Documents/career-catalyst/exports/active/in_progress/azira_director_chief_of_staff_business_operations/azira_director_chief_staff_business_operations_trisha_lynch_recruiter_message.txt,/Users/trisha.lynch/Documents/career-catalyst/cleanup_quarantine/20260731T215000Z/duplicate_packages/active/in_progress/azira_director_chief_of_staff_business_operations/azira_director_chief_staff_business_operations_trisha_lynch_recruiter_message.txt,azira_director_chief_staff_business_operations_trisha_lynch_recruiter_message.txt,.txt,566,2026-07-09T21:25:34.326505+00:00,8168083ae5b2dd34d8b872a72495f03cd6ca6f5f02c4f00479a02fc4d8baa234,Azira,"Director, Chief of Staff & Business Operations",azira_director_chief_of_staff_business_operations,azira_director_chief_of_staff_business_operations,,"[""/Users/trisha.lynch/.codex/.chatgpt-projects/g-p-6a5d817ef0788191bbc5427a19234f4c/main_runtime_60cca23/exports/active/applied_followup/azira_director_chief_of_staff_business_operations/azira_director_chief_staff_business_operations_trisha_lynch_recruiter_message.txt"", ""/Users/trisha.lynch/.codex/.chatgpt-projects/g-p-6a5d817ef0788191bbc5427a19234f4c/main_runtime_60cca23/exports/active/in_progress/azira_director_chief_of_staff_business_operations/azira_director_chief_staff_business_operations_trisha_lynch_recruiter_message.txt"", ""/Users/trisha.lynch/Documents/career-catalyst/backups/pre_sprint32_deploy_20260731T181731Z/canonical_exports/active/applied_followup/azira_director_chief_of_staff_business_operations/azira_director_chief_staff_business_operations_trisha_lynch_recruiter_message.txt"", ""/Users/trisha.lynch/Documents/career-catalyst/backups/pre_sprint32_deploy_20260731T181731Z/canonical_exports/active/in_progress/azira_director_chief_of_staff_business_operations/azira_director_chief_staff_business_operations_trisha_lynch_recruiter_message.txt"", ""/Users/trisha.lynch/Documents/career-catalyst/backups/pre_sprint32_deploy_20260731T181731Z/production_runtime/exports/active/applied_followup/azira_director_chief_of_staff_business_operations/azira_director_chief_staff_business_operations_trisha_lynch_recruiter_message.txt"", ""/Users/trisha.lynch/Documents/career-catalyst/backups/pre_sprint32_deploy_20260731T181731Z/production_runtime/exports/active/in_progress/azira_director_chief_of_staff_business_operations/azira_director_chief_staff_business_operations_trisha_lynch_recruiter_message.txt"", ""/Users/trisha.lynch/Documents/career-catalyst/exports/active/applied_followup/azira_director_chief_of_staff_business_operations/azira_director_chief_staff_business_operations_trisha_lynch_recruiter_message.txt""]",False,Preserve — historical and valid,Alternate package history was checksum-preserved under canonical legacy_versions and in quarantine,High,/Users/trisha.lynch/Documents/career-catalyst/cleanup_quarantine/20260731T215000Z/duplicate_packages/active/in_progress/azira_director_chief_of_staff_business_operations/azira_director_chief_staff_business_operations_trisha_lynch_recruiter_message.txt
/Users/trisha.lynch/Documents/career-catalyst/exports/active/in_progress/azira_director_chief_of_staff_business_operations/azira_director_chief_staff_business_operations_trisha_lynch_referral_ask.txt,/Users/trisha.lynch/Documents/career-catalyst/cleanup_quarantine/20260731T215000Z/duplicate_packages/active/in_progress/azira_director_chief_of_staff_business_operations/azira_director_chief_staff_business_operations_trisha_lynch_referral_ask.txt,azira_director_chief_staff_business_operations_trisha_lynch_referral_ask.txt,.txt,552,2026-07-09T21:25:36.562458+00:00,8770d3647b5025b8e7f5b419ceede87b2f89ad49016c9fb03e48e31bd6f5f794,Azira,"Director, Chief of Staff & Business Operations",azira_director_chief_of_staff_business_operations,azira_director_chief_of_staff_business_operations,,"[""/Users/trisha.lynch/.codex/.chatgpt-projects/g-p-6a5d817ef0788191bbc5427a19234f4c/main_runtime_60cca23/exports/active/in_progress/azira_director_chief_of_staff_business_operations/azira_director_chief_staff_business_operations_trisha_lynch_referral_ask.txt"", ""/Users/trisha.lynch/Documents/career-catalyst/backups/pre_sprint32_deploy_20260731T181731Z/canonical_exports/active/in_progress/azira_director_chief_of_staff_business_operations/azira_director_chief_staff_business_operations_trisha_lynch_referral_ask.txt"", ""/Users/trisha.lynch/Documents/career-catalyst/backups/pre_sprint32_deploy_20260731T181731Z/production_runtime/exports/active/in_progress/azira_director_chief_of_staff_business_operations/azira_director_chief_staff_business_operations_trisha_lynch_referral_ask.txt""]",False,Preserve — historical and valid,Alternate package history was checksum-preserved under canonical legacy_versions and in quarantine,High,/Users/trisha.lynch/Documents/career-catalyst/cleanup_quarantine/20260731T215000Z/duplicate_packages/active/in_progress/azira_director_chief_of_staff_business_operations/azira_director_chief_staff_business_operations_trisha_lynch_referral_ask.txt
/Users/trisha.lynch/Documents/career-catalyst/exports/active/in_progress/azira_director_chief_of_staff_business_operations/azira_director_chief_staff_business_operations_trisha_lynch_resume.txt,/Users/trisha.lynch/Documents/career-catalyst/cleanup_quarantine/20260731T215000Z/duplicate_packages/active/in_progress/azira_director_chief_of_staff_business_operations/azira_director_chief_staff_business_operations_trisha_lynch_resume.txt,azira_director_chief_staff_business_operations_trisha_lynch_resume.txt,.txt,4577,2026-07-09T21:25:36.951064+00:00,8ffcdde08870d4232f791b14569ddeeb115a4a6aeaf03da2bcfeb3288f24da6b,Azira,"Director, Chief of Staff & Business Operations",azira_director_chief_of_staff_business_operations,azira_director_chief_of_staff_business_operations,,"[""/Users/trisha.lynch/.codex/.chatgpt-projects/g-p-6a5d817ef0788191bbc5427a19234f4c/main_runtime_60cca23/exports/active/in_progress/azira_director_chief_of_staff_business_operations/azira_director_chief_staff_business_operations_trisha_lynch_resume.txt"", ""/Users/trisha.lynch/Documents/career-catalyst/backups/pre_sprint32_deploy_20260731T181731Z/canonical_exports/active/in_progress/azira_director_chief_of_staff_business_operations/azira_director_chief_staff_business_operations_trisha_lynch_resume.txt"", ""/Users/trisha.lynch/Documents/career-catalyst/backups/pre_sprint32_deploy_20260731T181731Z/production_runtime/exports/active/in_progress/azira_director_chief_of_staff_business_operations/azira_director_chief_staff_business_operations_trisha_lynch_resume.txt""]",False,Preserve — historical and valid,Alternate package history was checksum-preserved under canonical legacy_versions and in quarantine,High,/Users/trisha.lynch/Documents/career-catalyst/cleanup_quarantine/20260731T215000Z/duplicate_packages/active/in_progress/azira_director_chief_of_staff_business_operations/azira_director_chief_staff_business_operations_trisha_lynch_resume.txt
/Users/trisha.lynch/Documents/career-catalyst/exports/active/in_progress/azira_director_chief_of_staff_business_operations/azira_director_chief_staff_business_operations_trisha_lynch_strategy_pack.txt,/Users/trisha.lynch/Documents/career-catalyst/cleanup_quarantine/20260731T215000Z/duplicate_packages/active/in_progress/azira_director_chief_of_staff_business_operations/azira_director_chief_staff_business_operations_trisha_lynch_strategy_pack.txt,azira_director_chief_staff_business_operations_trisha_lynch_strategy_pack.txt,.txt,9450,2026-07-09T21:25:34.713936+00:00,734c01f3b7e72b2be9b92da5a53ed84bcd9b5499029c40d8ca8f747bd1c12063,Azira,"Director, Chief of Staff & Business Operations",azira_director_chief_of_staff_business_operations,azira_director_chief_of_staff_business_operations,,"[""/Users/trisha.lynch/.codex/.chatgpt-projects/g-p-6a5d817ef0788191bbc5427a19234f4c/main_runtime_60cca23/exports/active/applied_followup/azira_director_chief_of_staff_business_operations/azira_director_chief_staff_business_operations_trisha_lynch_strategy_pack.txt"", ""/Users/trisha.lynch/.codex/.chatgpt-projects/g-p-6a5d817ef0788191bbc5427a19234f4c/main_runtime_60cca23/exports/active/in_progress/azira_director_chief_of_staff_business_operations/azira_director_chief_staff_business_operations_trisha_lynch_strategy_pack.txt"", ""/Users/trisha.lynch/Documents/career-catalyst/backups/pre_sprint32_deploy_20260731T181731Z/canonical_exports/active/applied_followup/azira_director_chief_of_staff_business_operations/azira_director_chief_staff_business_operations_trisha_lynch_strategy_pack.txt"", ""/Users/trisha.lynch/Documents/career-catalyst/backups/pre_sprint32_deploy_20260731T181731Z/canonical_exports/active/in_progress/azira_director_chief_of_staff_business_operations/azira_director_chief_staff_business_operations_trisha_lynch_strategy_pack.txt"", ""/Users/trisha.lynch/Documents/career-catalyst/backups/pre_sprint32_deploy_20260731T181731Z/production_runtime/exports/active/applied_followup/azira_director_chief_of_staff_business_operations/azira_director_chief_staff_business_operations_trisha_lynch_strategy_pack.txt"", ""/Users/trisha.lynch/Documents/career-catalyst/backups/pre_sprint32_deploy_20260731T181731Z/production_runtime/exports/active/in_progress/azira_director_chief_of_staff_business_operations/azira_director_chief_staff_business_operations_trisha_lynch_strategy_pack.txt"", ""/Users/trisha.lynch/Documents/career-catalyst/exports/active/applied_followup/azira_director_chief_of_staff_business_operations/azira_director_chief_staff_business_operations_trisha_lynch_strategy_pack.txt""]",False,Preserve — historical and valid,Alternate package history was checksum-preserved under canonical legacy_versions and in quarantine,High,/Users/trisha.lynch/Documents/career-catalyst/cleanup_quarantine/20260731T215000Z/duplicate_packages/active/in_progress/azira_director_chief_of_staff_business_operations/azira_director_chief_staff_business_operations_trisha_lynch_strategy_pack.txt
/Users/trisha.lynch/Documents/career-catalyst/exports/active/in_progress/azira_director_chief_of_staff_business_operations/azira_director_chief_staff_business_operations_trisha_lynch_styled_resume.docx,/Users/trisha.lynch/Documents/career-catalyst/cleanup_quarantine/20260731T215000Z/duplicate_packages/active/in_progress/azira_director_chief_of_staff_business_operations/azira_director_chief_staff_business_operations_trisha_lynch_styled_resume.docx,azira_director_chief_staff_business_operations_trisha_lynch_styled_resume.docx,.docx,26743,2026-07-09T21:25:33.966508+00:00,53b3b571050f0213a6df026bf8e810717d7bf4887fd5c093c7c4c4d848bff161,Azira,"Director, Chief of Staff & Business Operations",azira_director_chief_of_staff_business_operations,azira_director_chief_of_staff_business_operations,,"[""/Users/trisha.lynch/.codex/.chatgpt-projects/g-p-6a5d817ef0788191bbc5427a19234f4c/main_runtime_60cca23/exports/active/in_progress/azira_director_chief_of_staff_business_operations/azira_director_chief_staff_business_operations_trisha_lynch_styled_resume.docx"", ""/Users/trisha.lynch/Documents/career-catalyst/backups/pre_sprint32_deploy_20260731T181731Z/canonical_exports/active/in_progress/azira_director_chief_of_staff_business_operations/azira_director_chief_staff_business_operations_trisha_lynch_styled_resume.docx"", ""/Users/trisha.lynch/Documents/career-catalyst/backups/pre_sprint32_deploy_20260731T181731Z/production_runtime/exports/active/in_progress/azira_director_chief_of_staff_business_operations/azira_director_chief_staff_business_operations_trisha_lynch_styled_resume.docx""]",False,Preserve — historical and valid,Alternate package history was checksum-preserved under canonical legacy_versions and in quarantine,High,/Users/trisha.lynch/Documents/career-catalyst/cleanup_quarantine/20260731T215000Z/duplicate_packages/active/in_progress/azira_director_chief_of_staff_business_operations/azira_director_chief_staff_business_operations_trisha_lynch_styled_resume.docx
/Users/trisha.lynch/Documents/career-catalyst/exports/active/in_progress/azira_director_chief_of_staff_business_operations/azira_director_chief_staff_business_operations_trisha_lynch_warm_contact_message.txt,/Users/trisha.lynch/Documents/career-catalyst/cleanup_quarantine/20260731T215000Z/duplicate_packages/active/in_progress/azira_director_chief_of_staff_business_operations/azira_director_chief_staff_business_operations_trisha_lynch_warm_contact_message.txt,azira_director_chief_staff_business_operations_trisha_lynch_warm_contact_message.txt,.txt,572,2026-07-09T21:25:36.562217+00:00,d3ba9576e0197ffa23bde974184d4718addbb2b63b2cea716ef25f27d4e985cb,Azira,"Director, Chief of Staff & Business Operations",azira_director_chief_of_staff_business_operations,azira_director_chief_of_staff_business_operations,,"[""/Users/trisha.lynch/.codex/.chatgpt-projects/g-p-6a5d817ef0788191bbc5427a19234f4c/main_runtime_60cca23/exports/active/in_progress/azira_director_chief_of_staff_business_operations/azira_director_chief_staff_business_operations_trisha_lynch_warm_contact_message.txt"", ""/Users/trisha.lynch/Documents/career-catalyst/backups/pre_sprint32_deploy_20260731T181731Z/canonical_exports/active/in_progress/azira_director_chief_of_staff_business_operations/azira_director_chief_staff_business_operations_trisha_lynch_warm_contact_message.txt"", ""/Users/trisha.lynch/Documents/career-catalyst/backups/pre_sprint32_deploy_20260731T181731Z/production_runtime/exports/active/in_progress/azira_director_chief_of_staff_business_operations/azira_director_chief_staff_business_operations_trisha_lynch_warm_contact_message.txt""]",False,Preserve — historical and valid,Alternate package history was checksum-preserved under canonical legacy_versions and in quarantine,High,/Users/trisha.lynch/Documents/career-catalyst/cleanup_quarantine/20260731T215000Z/duplicate_packages/active/in_progress/azira_director_chief_of_staff_business_operations/azira_director_chief_staff_business_operations_trisha_lynch_warm_contact_message.txt
/Users/trisha.lynch/Documents/career-catalyst/exports/active/in_progress/azira_director_chief_of_staff_business_operations/manifest.json,/Users/trisha.lynch/Documents/career-catalyst/cleanup_quarantine/20260731T215000Z/duplicate_packages/active/in_progress/azira_director_chief_of_staff_business_operations/manifest.json,manifest.json,.json,8043,2026-07-09T21:25:36.956818+00:00,e61684a91b1f168f812aa6188288f153bf11fcdedf3974bb5537b23eddd241d3,Azira,"Director, Chief of Staff & Business Operations",azira_director_chief_of_staff_business_operations,azira_director_chief_of_staff_business_operations,,"[""/Users/trisha.lynch/.codex/.chatgpt-projects/g-p-6a5d817ef0788191bbc5427a19234f4c/main_runtime_60cca23/exports/active/in_progress/azira_director_chief_of_staff_business_operations/manifest.json"", ""/Users/trisha.lynch/Documents/career-catalyst/backups/pre_sprint32_deploy_20260731T181731Z/canonical_exports/active/in_progress/azira_director_chief_of_staff_business_operations/manifest.json"", ""/Users/trisha.lynch/Documents/career-catalyst/backups/pre_sprint32_deploy_20260731T181731Z/production_runtime/exports/active/in_progress/azira_director_chief_of_staff_business_operations/manifest.json""]",False,Preserve — historical and valid,Alternate package history was checksum-preserved under canonical legacy_versions and in quarantine,High,/Users/trisha.lynch/Documents/career-catalyst/cleanup_quarantine/20260731T215000Z/duplicate_packages/active/in_progress/azira_director_chief_of_staff_business_operations/manifest.json
/Users/trisha.lynch/Documents/career-catalyst/exports/active/in_progress/disney_entertainment_and_espn_product_technology_principal_product_mgr/TWDC_Principal_Product_Manager_Trisha_Lynch_ats_resume.docx,/Users/trisha.lynch/Documents/career-catalyst/cleanup_quarantine/20260731T215000Z/duplicate_packages/active/in_progress/disney_entertainment_and_espn_product_technology_principal_product_mgr/TWDC_Principal_Product_Manager_Trisha_Lynch_ats_resume.docx,TWDC_Principal_Product_Manager_Trisha_Lynch_ats_resume.docx,.docx,28889,2026-07-09T18:49:11.469533+00:00,89fac9679925ff74f7514dc89fb4e4e2915e9ef76766dbb1d2ab2b22f4f18d67,Disney Entertainment and ESPN Product & Technology,Principal Product Mgr,disney_entertainment_and_espn_product_technology_principal_product_mgr,disney_entertainment_and_espn_product_technology_principal_product_mgr,,"[""/Users/trisha.lynch/.codex/.chatgpt-projects/g-p-6a5d817ef0788191bbc5427a19234f4c/main_runtime_60cca23/exports/active/in_progress/disney_entertainment_and_espn_product_technology_principal_product_mgr/TWDC_Principal_Product_Manager_Trisha_Lynch_ats_resume.docx"", ""/Users/trisha.lynch/Documents/career-catalyst/backups/pre_sprint32_deploy_20260731T181731Z/canonical_exports/active/in_progress/disney_entertainment_and_espn_product_technology_principal_product_mgr/TWDC_Principal_Product_Manager_Trisha_Lynch_ats_resume.docx"", ""/Users/trisha.lynch/Documents/career-catalyst/backups/pre_sprint32_deploy_20260731T181731Z/production_runtime/exports/active/in_progress/disney_entertainment_and_espn_product_technology_principal_product_mgr/TWDC_Principal_Product_Manager_Trisha_Lynch_ats_resume.docx""]",False,Preserve — historical and valid,Alternate package history was checksum-preserved under canonical legacy_versions and in quarantine,High,/Users/trisha.lynch/Documents/career-catalyst/cleanup_quarantine/20260731T215000Z/duplicate_packages/active/in_progress/disney_entertainment_and_espn_product_technology_principal_product_mgr/TWDC_Principal_Product_Manager_Trisha_Lynch_ats_resume.docx
/Users/trisha.lynch/Documents/career-catalyst/exports/active/in_progress/disney_entertainment_and_espn_product_technology_principal_product_mgr/TWDC_Principal_Product_Manager_Trisha_Lynch_cover_letter.docx,/Users/trisha.lynch/Documents/career-catalyst/cleanup_quarantine/20260731T215000Z/duplicate_packages/active/in_progress/disney_entertainment_and_espn_product_technology_principal_product_mgr/TWDC_Principal_Product_Manager_Trisha_Lynch_cover_letter.docx,TWDC_Principal_Product_Manager_Trisha_Lynch_cover_letter.docx,.docx,27561,2026-07-09T18:45:10.014831+00:00,adc8bac8a87ebbc47717123aadb90f60124e2383f979e6583f05925adff8b4c1,Disney Entertainment and ESPN Product & Technology,Principal Product Mgr,disney_entertainment_and_espn_product_technology_principal_product_mgr,disney_entertainment_and_espn_product_technology_principal_product_mgr,,"[""/Users/trisha.lynch/.codex/.chatgpt-projects/g-p-6a5d817ef0788191bbc5427a19234f4c/main_runtime_60cca23/exports/active/in_progress/disney_entertainment_and_espn_product_technology_principal_product_mgr/TWDC_Principal_Product_Manager_Trisha_Lynch_cover_letter.docx"", ""/Users/trisha.lynch/Documents/career-catalyst/backups/pre_sprint32_deploy_20260731T181731Z/canonical_exports/active/in_progress/disney_entertainment_and_espn_product_technology_principal_product_mgr/TWDC_Principal_Product_Manager_Trisha_Lynch_cover_letter.docx"", ""/Users/trisha.lynch/Documents/career-catalyst/backups/pre_sprint32_deploy_20260731T181731Z/production_runtime/exports/active/in_progress/disney_entertainment_and_espn_product_technology_principal_product_mgr/TWDC_Principal_Product_Manager_Trisha_Lynch_cover_letter.docx""]",False,Preserve — historical and valid,Alternate package history was checksum-preserved under canonical legacy_versions and in quarantine,High,/Users/trisha.lynch/Documents/career-catalyst/cleanup_quarantine/20260731T215000Z/duplicate_packages/active/in_progress/disney_entertainment_and_espn_product_technology_principal_product_mgr/TWDC_Principal_Product_Manager_Trisha_Lynch_cover_letter.docx
/Users/trisha.lynch/Documents/career-catalyst/exports/active/in_progress/disney_entertainment_and_espn_product_technology_principal_product_mgr/application_note.txt,/Users/trisha.lynch/Documents/career-catalyst/cleanup_quarantine/20260731T215000Z/duplicate_packages/active/in_progress/disney_entertainment_and_espn_product_technology_principal_product_mgr/application_note.txt,application_note.txt,.txt,521,2026-07-09T18:32:02.999040+00:00,8ac7738739900b62dda30f1d2731393f90426a753a9ecb425f2fa683311f697d,Disney Entertainment and ESPN Product & Technology,Principal Product Mgr,disney_entertainment_and_espn_product_technology_principal_product_mgr,disney_entertainment_and_espn_product_technology_principal_product_mgr,,"[""/Users/trisha.lynch/.codex/.chatgpt-projects/g-p-6a5d817ef0788191bbc5427a19234f4c/main_runtime_60cca23/exports/active/in_progress/disney_entertainment_and_espn_product_technology_principal_product_mgr/application_note.txt"", ""/Users/trisha.lynch/Documents/career-catalyst/backups/pre_sprint32_deploy_20260731T181731Z/canonical_exports/active/applied_followup/disney_entertainment_and_espn_product_technology_principal_product_mgr/disney_entertainment_and_espn_principal_product_mgr_trisha_lynch_application_note.txt"", ""/Users/trisha.lynch/Documents/career-catalyst/backups/pre_sprint32_deploy_20260731T181731Z/canonical_exports/active/in_progress/disney_entertainment_and_espn_product_technology_principal_product_mgr/application_note.txt"", ""/Users/trisha.lynch/Documents/career-catalyst/backups/pre_sprint32_deploy_20260731T181731Z/production_runtime/exports/active/in_progress/disney_entertainment_and_espn_product_technology_principal_product_mgr/application_note.txt"", ""/Users/trisha.lynch/Documents/career-catalyst/exports/active/applied_followup/disney_entertainment_and_espn_product_technology_principal_product_mgr/disney_entertainment_and_espn_principal_product_mgr_trisha_lynch_application_note.txt""]",False,Preserve — historical and valid,Alternate package history was checksum-preserved under canonical legacy_versions and in quarantine,High,/Users/trisha.lynch/Documents/career-catalyst/cleanup_quarantine/20260731T215000Z/duplicate_packages/active/in_progress/disney_entertainment_and_espn_product_technology_principal_product_mgr/application_note.txt
/Users/trisha.lynch/Documents/career-catalyst/exports/active/in_progress/disney_entertainment_and_espn_product_technology_principal_product_mgr/cover_letter.txt,/Users/trisha.lynch/Documents/career-catalyst/cleanup_quarantine/20260731T215000Z/duplicate_packages/active/in_progress/disney_entertainment_and_espn_product_technology_principal_product_mgr/cover_letter.txt,cover_letter.txt,.txt,1871,2026-07-09T18:32:02.609692+00:00,399ffff899814e26a7fa689992c71ccf4ecfadaf08e58abeb31ac53a843e66ca,Disney Entertainment and ESPN Product & Technology,Principal Product Mgr,disney_entertainment_and_espn_product_technology_principal_product_mgr,disney_entertainment_and_espn_product_technology_principal_product_mgr,,"[""/Users/trisha.lynch/.codex/.chatgpt-projects/g-p-6a5d817ef0788191bbc5427a19234f4c/main_runtime_60cca23/exports/active/in_progress/disney_entertainment_and_espn_product_technology_principal_product_mgr/cover_letter.txt"", ""/Users/trisha.lynch/Documents/career-catalyst/backups/pre_sprint32_deploy_20260731T181731Z/canonical_exports/active/in_progress/disney_entertainment_and_espn_product_technology_principal_product_mgr/cover_letter.txt"", ""/Users/trisha.lynch/Documents/career-catalyst/backups/pre_sprint32_deploy_20260731T181731Z/production_runtime/exports/active/in_progress/disney_entertainment_and_espn_product_technology_principal_product_mgr/cover_letter.txt""]",False,Preserve — historical and valid,Alternate package history was checksum-preserved under canonical legacy_versions and in quarantine,High,/Users/trisha.lynch/Documents/career-catalyst/cleanup_quarantine/20260731T215000Z/duplicate_packages/active/in_progress/disney_entertainment_and_espn_product_technology_principal_product_mgr/cover_letter.txt
/Users/trisha.lynch/Documents/career-catalyst/exports/active/in_progress/disney_entertainment_and_espn_product_technology_principal_product_mgr/followup_strategy.txt,/Users/trisha.lynch/Documents/career-catalyst/cleanup_quarantine/20260731T215000Z/duplicate_packages/active/in_progress/disney_entertainment_and_espn_product_technology_principal_product_mgr/followup_strategy.txt,followup_strategy.txt,.txt,4052,2026-07-09T18:32:04.483028+00:00,3df49a408a6b19ef57229b3bb32c06f25ce8b0fc28757c18e90ce4eaf97089e4,Disney Entertainment and ESPN Product & Technology,Principal Product Mgr,disney_entertainment_and_espn_product_technology_principal_product_mgr,disney_entertainment_and_espn_product_technology_principal_product_mgr,,"[""/Users/trisha.lynch/.codex/.chatgpt-projects/g-p-6a5d817ef0788191bbc5427a19234f4c/main_runtime_60cca23/exports/active/in_progress/disney_entertainment_and_espn_product_technology_principal_product_mgr/followup_strategy.txt"", ""/Users/trisha.lynch/Documents/career-catalyst/backups/pre_sprint32_deploy_20260731T181731Z/canonical_exports/active/in_progress/disney_entertainment_and_espn_product_technology_principal_product_mgr/followup_strategy.txt"", ""/Users/trisha.lynch/Documents/career-catalyst/backups/pre_sprint32_deploy_20260731T181731Z/production_runtime/exports/active/in_progress/disney_entertainment_and_espn_product_technology_principal_product_mgr/followup_strategy.txt""]",False,Preserve — historical and valid,Alternate package history was checksum-preserved under canonical legacy_versions and in quarantine,High,/Users/trisha.lynch/Documents/career-catalyst/cleanup_quarantine/20260731T215000Z/duplicate_packages/active/in_progress/disney_entertainment_and_espn_product_technology_principal_product_mgr/followup_strategy.txt
/Users/trisha.lynch/Documents/career-catalyst/exports/active/in_progress/disney_entertainment_and_espn_product_technology_principal_product_mgr/hiring_manager_followup.txt,/Users/trisha.lynch/Documents/career-catalyst/cleanup_quarantine/20260731T215000Z/duplicate_packages/active/in_progress/disney_entertainment_and_espn_product_technology_principal_product_mgr/hiring_manager_followup.txt,hiring_manager_followup.txt,.txt,735,2026-07-09T18:32:04.482295+00:00,cd462c9537ba384d81085be2c5e7bbb2077e9c950064e9118723dabd9b1258a8,Disney Entertainment and ESPN Product & Technology,Principal Product Mgr,disney_entertainment_and_espn_product_technology_principal_product_mgr,disney_entertainment_and_espn_product_technology_principal_product_mgr,,"[""/Users/trisha.lynch/.codex/.chatgpt-projects/g-p-6a5d817ef0788191bbc5427a19234f4c/main_runtime_60cca23/exports/active/in_progress/disney_entertainment_and_espn_product_technology_principal_product_mgr/hiring_manager_followup.txt"", ""/Users/trisha.lynch/Documents/career-catalyst/backups/pre_sprint32_deploy_20260731T181731Z/canonical_exports/active/in_progress/disney_entertainment_and_espn_product_technology_principal_product_mgr/hiring_manager_followup.txt"", ""/Users/trisha.lynch/Documents/career-catalyst/backups/pre_sprint32_deploy_20260731T181731Z/production_runtime/exports/active/in_progress/disney_entertainment_and_espn_product_technology_principal_product_mgr/hiring_manager_followup.txt""]",False,Preserve — historical and valid,Alternate package history was checksum-preserved under canonical legacy_versions and in quarantine,High,/Users/trisha.lynch/Documents/career-catalyst/cleanup_quarantine/20260731T215000Z/duplicate_packages/active/in_progress/disney_entertainment_and_espn_product_technology_principal_product_mgr/hiring_manager_followup.txt
/Users/trisha.lynch/Documents/career-catalyst/exports/active/in_progress/disney_entertainment_and_espn_product_technology_principal_product_mgr/hiring_manager_message.txt,/Users/trisha.lynch/Documents/career-catalyst/cleanup_quarantine/20260731T215000Z/duplicate_packages/active/in_progress/disney_entertainment_and_espn_product_technology_principal_product_mgr/hiring_manager_message.txt,hiring_manager_message.txt,.txt,897,2026-07-09T18:32:02.874434+00:00,4156ae9d27ce4442bc132bed4177f7ef187540535ed03c7be6ba228babb06219,Disney Entertainment and ESPN Product & Technology,Principal Product Mgr,disney_entertainment_and_espn_product_technology_principal_product_mgr,disney_entertainment_and_espn_product_technology_principal_product_mgr,,"[""/Users/trisha.lynch/.codex/.chatgpt-projects/g-p-6a5d817ef0788191bbc5427a19234f4c/main_runtime_60cca23/exports/active/in_progress/disney_entertainment_and_espn_product_technology_principal_product_mgr/hiring_manager_message.txt"", ""/Users/trisha.lynch/Documents/career-catalyst/backups/pre_sprint32_deploy_20260731T181731Z/canonical_exports/active/applied_followup/disney_entertainment_and_espn_product_technology_principal_product_mgr/disney_entertainment_and_espn_principal_product_mgr_trisha_lynch_hiring_manager_message.txt"", ""/Users/trisha.lynch/Documents/career-catalyst/backups/pre_sprint32_deploy_20260731T181731Z/canonical_exports/active/in_progress/disney_entertainment_and_espn_product_technology_principal_product_mgr/hiring_manager_message.txt"", ""/Users/trisha.lynch/Documents/career-catalyst/backups/pre_sprint32_deploy_20260731T181731Z/production_runtime/exports/active/in_progress/disney_entertainment_and_espn_product_technology_principal_product_mgr/hiring_manager_message.txt"", ""/Users/trisha.lynch/Documents/career-catalyst/exports/active/applied_followup/disney_entertainment_and_espn_product_technology_principal_product_mgr/disney_entertainment_and_espn_principal_product_mgr_trisha_lynch_hiring_manager_message.txt""]",False,Preserve — historical and valid,Alternate package history was checksum-preserved under canonical legacy_versions and in quarantine,High,/Users/trisha.lynch/Documents/career-catalyst/cleanup_quarantine/20260731T215000Z/duplicate_packages/active/in_progress/disney_entertainment_and_espn_product_technology_principal_product_mgr/hiring_manager_message.txt
